age,education,marital-status,race,occupation
41-60,Secondary,Married,Caucasian,Sales
41-60,Secondary,Never-married,Caucasian,Sales
41-60,,Divorced,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Transport-moving
41-60,Secondary,Married,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,Prof-specialty
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,,Divorced,Caucasian,Prof-specialty
41-60,Secondary,Separated,African Descent,Craft-repair
41-60,,Widowed,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Transport-moving
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,Secondary,Divorced,Caucasian,Craft-repair
41-60,,Married,Caucasian,Prof-specialty
41-60,,Widowed,Caucasian,Exec-managerial
41-60,,Divorced,Caucasian,Adm-clerical
41-60,Intermediate,Never-married,Caucasian,
41-60,Secondary,Divorced,Caucasian,Adm-clerical
41-60,,Never-married,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Craft-repair
41-60,,Separated,Caucasian,Prof-specialty
41-60,Secondary,Never-married,Caucasian,
41-60,Secondary,Married,Caucasian,Tech-support
41-60,Intermediate,Married,Caucasian,Machine-op-inspct
41-60,Secondary,Never-married,Caucasian,Sales
41-60,Secondary,Divorced,Caucasian,Craft-repair
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Married,Caucasian,Protective-serv
41-60,,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Divorced,Caucasian,Other-service
41-60,Secondary,Married,Caucasian,
41-60,,Married,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,,Divorced,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Machine-op-inspct
41-60,,Never-married,African Descent,Adm-clerical
41-60,Secondary,Married,Caucasian,Other-service
41-60,Secondary,Divorced,Caucasian,Sales
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Never-married,African Descent,
41-60,Secondary,Never-married,Caucasian,Farming-fishing
41-60,Secondary,Never-married,Caucasian,Transport-moving
41-60,Secondary,Divorced,Caucasian,Adm-clerical
41-60,Secondary,Divorced,Caucasian,Sales
41-60,,Married,Caucasian,Transport-moving
41-60,Secondary,Never-married,Caucasian,Handlers-cleaners
41-60,,Never-married,Caucasian,Sales
41-60,,Married,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Exec-managerial
41-60,,Never-married,Caucasian,Adm-clerical
41-60,,Never-married,Caucasian,Transport-moving
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Machine-op-inspct
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,,Separated,Caucasian,Sales
41-60,,Never-married,Caucasian,Other-service
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Married,Caucasian,Handlers-cleaners
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Never-married,Caucasian,Handlers-cleaners
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,,Married,Caucasian,Transport-moving
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Separated,African Descent,Protective-serv
41-60,Secondary,Married,Caucasian,Prof-specialty
41-60,Secondary,Never-married,Caucasian,Tech-support
41-60,,Separated,Caucasian,Sales
41-60,,Married,Caucasian,Craft-repair
41-60,Secondary,Separated,Caucasian,Other-service
41-60,Secondary,Never-married,Caucasian,Machine-op-inspct
41-60,Secondary,Never-married,Caucasian,
41-60,,Never-married,African Descent,Other-service
41-60,,Never-married,Caucasian,Farming-fishing
41-60,Intermediate,Never-married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Craft-repair
41-60,,Divorced,Caucasian,Sales
41-60,Secondary,Never-married,Caucasian,Transport-moving
41-60,Intermediate,Married,Caucasian,Transport-moving
41-60,,Widowed,Caucasian,Sales
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Widowed,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Prof-specialty
41-60,Secondary,Married,Caucasian,Adm-clerical
41-60,,Divorced,Caucasian,Other-service
41-60,Secondary,Divorced,Caucasian,Other-service
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,Secondary,Never-married,Caucasian,Other-service
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Never-married,African Descent,Craft-repair
41-60,,Never-married,Caucasian,Other-service
41-60,,Never-married,Caucasian,
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,,Never-married,Caucasian,Prof-specialty
41-60,Secondary,Divorced,Caucasian,Adm-clerical
41-60,Secondary,Divorced,African Descent,Other-service
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Married,Caucasian,
41-60,,Never-married,Caucasian,
41-60,,Never-married,African Descent,Prof-specialty
41-60,Secondary,Never-married,African Descent,Other-service
41-60,Secondary,Never-married,Caucasian,Sales
41-60,,Divorced,Caucasian,Prof-specialty
41-60,Secondary,Divorced,Caucasian,Craft-repair
41-60,Secondary,Married,African Descent,
41-60,,Never-married,Caucasian,Prof-specialty
41-60,,Divorced,African Descent,Exec-managerial
41-60,,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Married,Caucasian,Exec-managerial
41-60,Secondary,Widowed,African Descent,Craft-repair
41-60,Secondary,Never-married,Caucasian,Machine-op-inspct
41-60,Secondary,Married,African Descent,Adm-clerical
41-60,,Never-married,African Descent,
41-60,Intermediate,Married,Caucasian,Farming-fishing
41-60,Secondary,Never-married,Caucasian,Other-service
41-60,,Married,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,Intermediate,Never-married,Caucasian,Handlers-cleaners
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,,Never-married,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Craft-repair
41-60,Secondary,Divorced,Caucasian,Craft-repair
41-60,Intermediate,Married,Caucasian,Transport-moving
41-60,,Never-married,Caucasian,
41-60,,Married,Caucasian,Machine-op-inspct
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,,Never-married,African Descent,Tech-support
41-60,,Married,Caucasian,
41-60,Secondary,Married,Caucasian,Other-service
41-60,,Married,Caucasian,Adm-clerical
41-60,Secondary,Never-married,Caucasian,Sales
41-60,,Married,Caucasian,Other-service
41-60,,Never-married,Caucasian,Other-service
41-60,,Never-married,Caucasian,Tech-support
41-60,,Never-married,Caucasian,
41-60,,Never-married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Never-married,Caucasian,Other-service
41-60,,Never-married,Caucasian,Tech-support
41-60,,Never-married,Caucasian,Protective-serv
41-60,,Married,Caucasian,
41-60,,Never-married,Caucasian,Other-service
41-60,,Married,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,Machine-op-inspct
41-60,,Never-married,Caucasian,Exec-managerial
41-60,,Never-married,Caucasian,Protective-serv
41-60,,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Divorced,Caucasian,Handlers-cleaners
41-60,,Married,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Sales
41-60,Secondary,Never-married,Caucasian,Farming-fishing
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Divorced,Caucasian,Other-service
41-60,,Married,Caucasian,Prof-specialty
41-60,,Divorced,Caucasian,Exec-managerial
41-60,,Never-married,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Exec-managerial
41-60,,Never-married,Caucasian,Handlers-cleaners
41-60,Secondary,Never-married,African Descent,Other-service
41-60,Secondary,Never-married,Caucasian,Other-service
41-60,,Never-married,Caucasian,Exec-managerial
41-60,Secondary,Never-married,Caucasian,Handlers-cleaners
41-60,Secondary,Never-married,African Descent,Priv-house-serv
41-60,,Never-married,African Descent,Exec-managerial
41-60,,Married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Sales
41-60,Intermediate,Never-married,Caucasian,Machine-op-inspct
41-60,Intermediate,Never-married,Caucasian,Other-service
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Prof-specialty
41-60,,Widowed,Caucasian,Adm-clerical
41-60,,Never-married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Sales
41-60,,Divorced,Caucasian,Other-service
41-60,,Divorced,Caucasian,Farming-fishing
41-60,Secondary,Never-married,Caucasian,Farming-fishing
41-60,Secondary,Never-married,Caucasian,Exec-managerial
41-60,,Never-married,Caucasian,Transport-moving
41-60,,Never-married,Other/Unknown,Sales
41-60,Secondary,Never-married,Caucasian,Handlers-cleaners
41-60,,Married,Caucasian,Sales
41-60,Secondary,Divorced,Caucasian,
41-60,,Married,Caucasian,Protective-serv
41-60,Secondary,Never-married,Caucasian,Other-service
41-60,,Married,Caucasian,Protective-serv
41-60,Secondary,Married,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Sales
41-60,,Divorced,Caucasian,Exec-managerial
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,,Divorced,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,Prof-specialty
41-60,,Divorced,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Craft-repair
41-60,,Divorced,Caucasian,Exec-managerial
41-60,,Never-married,Caucasian,Prof-specialty
41-60,,Married,Asian/Pacific Islander,Prof-specialty
41-60,,Married,Caucasian,Sales
41-60,Intermediate,Never-married,Caucasian,Machine-op-inspct
41-60,,Married,Caucasian,
41-60,,Married,Caucasian,Protective-serv
41-60,,Never-married,African Descent,Adm-clerical
41-60,Secondary,Married,Caucasian,Exec-managerial
41-60,Intermediate,Married,Caucasian,Transport-moving
41-60,Secondary,Never-married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Never-married,Caucasian,Other-service
41-60,Secondary,Married,Caucasian,
41-60,Secondary,Never-married,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,,Married,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Never-married,African Descent,Machine-op-inspct
41-60,,Married,African Descent,Adm-clerical
41-60,Secondary,Widowed,Caucasian,Prof-specialty
41-60,Secondary,Separated,Caucasian,Adm-clerical
41-60,,Never-married,Caucasian,
41-60,,Divorced,African Descent,Other-service
41-60,,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Exec-managerial
41-60,,Separated,African Descent,Other-service
41-60,Secondary,Never-married,Caucasian,Machine-op-inspct
41-60,,Married,Caucasian,Sales
41-60,Secondary,Never-married,Caucasian,Sales
41-60,Secondary,Divorced,Caucasian,Other-service
41-60,Intermediate,Married,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Widowed,Caucasian,Other-service
41-60,,Married,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Other-service
41-60,Secondary,Divorced,Caucasian,Other-service
41-60,,Never-married,Caucasian,Exec-managerial
41-60,,Married,African Descent,Adm-clerical
41-60,,Married,Caucasian,Other-service
41-60,,Married,African Descent,Machine-op-inspct
41-60,Secondary,Never-married,Caucasian,Machine-op-inspct
41-60,Secondary,Married,Caucasian,Exec-managerial
41-60,,Never-married,Caucasian,Sales
41-60,Secondary,Never-married,Caucasian,Farming-fishing
41-60,,Married,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Machine-op-inspct
41-60,,Divorced,Caucasian,Prof-specialty
41-60,Secondary,Divorced,Caucasian,Adm-clerical
41-60,,Married,Asian/Pacific Islander,Exec-managerial
41-60,Secondary,Married,Caucasian,Adm-clerical
41-60,,Never-married,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Sales
41-60,Secondary,Never-married,Caucasian,Craft-repair
41-60,Intermediate,Married,African Descent,Transport-moving
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,,Divorced,Caucasian,Adm-clerical
41-60,Secondary,Separated,Caucasian,Sales
41-60,Secondary,Never-married,Caucasian,
41-60,,Never-married,Caucasian,Sales
41-60,Intermediate,Never-married,Caucasian,Farming-fishing
41-60,,Never-married,Caucasian,Sales
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,,Never-married,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Sales
41-60,,Married,African Descent,Protective-serv
41-60,Secondary,Married,Caucasian,Adm-clerical
41-60,Secondary,Never-married,African Descent,Machine-op-inspct
41-60,,Divorced,Caucasian,Exec-managerial
41-60,,Never-married,African Descent,Adm-clerical
41-60,,Never-married,Caucasian,Other-service
41-60,Secondary,Divorced,Caucasian,Other-service
41-60,,Never-married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Protective-serv
41-60,Secondary,Never-married,Caucasian,Exec-managerial
41-60,Elementary,Married,Caucasian,Transport-moving
41-60,Secondary,Divorced,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Machine-op-inspct
41-60,Secondary,Widowed,African Descent,Prof-specialty
41-60,Secondary,Married,Caucasian,Tech-support
41-60,Secondary,Married,Caucasian,Machine-op-inspct
41-60,,Never-married,Caucasian,Exec-managerial
41-60,,Divorced,Caucasian,Sales
41-60,,Married,Asian/Pacific Islander,Craft-repair
41-60,,Married,Asian/Pacific Islander,Sales
41-60,,Never-married,Caucasian,Sales
41-60,,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Adm-clerical
41-60,Intermediate,Married,Caucasian,Craft-repair
41-60,,Never-married,Caucasian,Sales
41-60,,Divorced,Caucasian,Craft-repair
41-60,,Married,Caucasian,Exec-managerial
41-60,,Divorced,Caucasian,Transport-moving
41-60,,Divorced,Caucasian,Adm-clerical
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,Intermediate,Married,Caucasian,Transport-moving
41-60,Secondary,Never-married,Caucasian,Farming-fishing
41-60,Secondary,Divorced,Caucasian,Craft-repair
41-60,,Never-married,Caucasian,
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Divorced,Caucasian,Sales
41-60,,Never-married,Caucasian,Prof-specialty
41-60,Secondary,Married,Caucasian,Sales
41-60,Secondary,Never-married,Caucasian,Handlers-cleaners
41-60,Secondary,Never-married,Caucasian,Handlers-cleaners
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,Intermediate,Married,Caucasian,Transport-moving
41-60,,Divorced,Caucasian,Machine-op-inspct
41-60,,Never-married,Caucasian,
41-60,,Never-married,Asian/Pacific Islander,Machine-op-inspct
41-60,Secondary,Married,Caucasian,Handlers-cleaners
41-60,,Married,Caucasian,Exec-managerial
41-60,Intermediate,Married,Caucasian,Handlers-cleaners
41-60,,Married,Caucasian,Exec-managerial
41-60,,Divorced,African Descent,Other-service
41-60,,Divorced,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Prof-specialty
41-60,Secondary,Married,Caucasian,Handlers-cleaners
41-60,Secondary,Never-married,Caucasian,Craft-repair
41-60,,Never-married,Caucasian,Sales
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Never-married,Caucasian,Other-service
41-60,Intermediate,Married,Caucasian,Machine-op-inspct
41-60,,Married,Caucasian,Tech-support
41-60,,Married,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,Intermediate,Never-married,Caucasian,Exec-managerial
41-60,,Never-married,African Descent,Farming-fishing
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,,Divorced,Caucasian,
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Widowed,Caucasian,Other-service
41-60,,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Sales
41-60,Secondary,Never-married,Caucasian,Sales
41-60,,Married,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,Exec-managerial
41-60,Secondary,Married,Caucasian,Machine-op-inspct
41-60,,Never-married,Caucasian,
41-60,,Separated,Caucasian,Other-service
41-60,Secondary,Never-married,Caucasian,Handlers-cleaners
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Never-married,Caucasian,Sales
41-60,,Never-married,Caucasian,Prof-specialty
41-60,Secondary,Married,Caucasian,Sales
41-60,Secondary,Married,African Descent,
41-60,,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Craft-repair
41-60,Secondary,Never-married,Caucasian,
41-60,,Never-married,Caucasian,Protective-serv
41-60,,Never-married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Machine-op-inspct
41-60,,Married,Caucasian,
41-60,,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Transport-moving
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Divorced,Caucasian,Craft-repair
41-60,Secondary,Never-married,Caucasian,
41-60,,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Sales
41-60,Secondary,Widowed,Caucasian,Adm-clerical
41-60,Secondary,Married,Caucasian,Tech-support
41-60,Secondary,Divorced,Caucasian,Prof-specialty
41-60,Intermediate,Married,Caucasian,Handlers-cleaners
41-60,,Separated,Caucasian,Tech-support
41-60,,Never-married,Caucasian,
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,Intermediate,Divorced,Caucasian,Other-service
41-60,,Married,Caucasian,Adm-clerical
41-60,,Divorced,Caucasian,Sales
41-60,Secondary,Divorced,Caucasian,Craft-repair
41-60,,Married,Caucasian,Sales
41-60,,Never-married,Caucasian,Sales
41-60,Intermediate,Married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Exec-managerial
41-60,Secondary,Divorced,Caucasian,Craft-repair
41-60,,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Never-married,Caucasian,Exec-managerial
41-60,,Divorced,Caucasian,Exec-managerial
41-60,,Never-married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Craft-repair
41-60,,Never-married,African Descent,Handlers-cleaners
41-60,,Never-married,Caucasian,Prof-specialty
41-60,Secondary,Never-married,African Descent,Other-service
41-60,,Divorced,Caucasian,Exec-managerial
41-60,,Divorced,Caucasian,Prof-specialty
41-60,Secondary,Never-married,Caucasian,
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,,Never-married,Caucasian,Transport-moving
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,,Married,Asian/Pacific Islander,Prof-specialty
41-60,Secondary,Married,Caucasian,Machine-op-inspct
41-60,Secondary,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Divorced,Caucasian,Exec-managerial
41-60,Secondary,Married,Caucasian,Prof-specialty
41-60,Intermediate,Married,Caucasian,Craft-repair
41-60,Elementary,Never-married,Caucasian,Other-service
41-60,Secondary,Married,Caucasian,Machine-op-inspct
41-60,Secondary,Never-married,African Descent,Prof-specialty
41-60,,Separated,African Descent,Handlers-cleaners
41-60,Secondary,Never-married,Caucasian,Machine-op-inspct
41-60,,Married,Asian/Pacific Islander,Adm-clerical
41-60,,Married,Caucasian,Sales
41-60,,Married,Caucasian,Sales
41-60,,Never-married,Caucasian,Exec-managerial
41-60,Secondary,Married,Caucasian,
41-60,,Never-married,Caucasian,Sales
41-60,,Married,African Descent,Adm-clerical
41-60,Secondary,Married,Caucasian,Adm-clerical
41-60,Secondary,Never-married,Caucasian,Handlers-cleaners
41-60,,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Married,Caucasian,Machine-op-inspct
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,Intermediate,Divorced,Caucasian,Other-service
41-60,,Divorced,Caucasian,Prof-specialty
41-60,,Never-married,African Descent,Exec-managerial
41-60,,Never-married,Caucasian,
41-60,,Married,Caucasian,Prof-specialty
41-60,,Divorced,Caucasian,Handlers-cleaners
41-60,,Divorced,African Descent,Sales
41-60,,Never-married,Caucasian,Sales
41-60,,Married,Caucasian,Tech-support
41-60,Secondary,Never-married,Asian/Pacific Islander,Protective-serv
41-60,,Married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Other-service
41-60,Secondary,Married,Caucasian,Protective-serv
41-60,Intermediate,Divorced,Caucasian,Handlers-cleaners
41-60,Intermediate,Married,Caucasian,Other-service
41-60,Secondary,Married,Caucasian,Farming-fishing
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Married,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Adm-clerical
41-60,,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Married,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Sales
41-60,Secondary,Never-married,Caucasian,Other-service
41-60,,Married,Caucasian,
41-60,,Never-married,Caucasian,Sales
41-60,,Never-married,Caucasian,Tech-support
41-60,,Married,Caucasian,Sales
41-60,,Never-married,Caucasian,Sales
41-60,,Married,Indigenous Peoples,Sales
41-60,,Never-married,Caucasian,Other-service
41-60,,Never-married,Caucasian,Other-service
41-60,Intermediate,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Craft-repair
41-60,,Divorced,Caucasian,Other-service
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Exec-managerial
41-60,Secondary,Married,Caucasian,Protective-serv
41-60,,Never-married,Caucasian,Sales
41-60,,Never-married,Caucasian,Prof-specialty
41-60,Intermediate,Never-married,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Adm-clerical
41-60,Secondary,Never-married,Caucasian,Exec-managerial
41-60,Secondary,Never-married,Caucasian,Machine-op-inspct
41-60,,Never-married,Caucasian,Adm-clerical
41-60,,Never-married,African Descent,Exec-managerial
41-60,Secondary,Married,Caucasian,
41-60,,Married,Caucasian,Handlers-cleaners
41-60,Intermediate,Married,Caucasian,Transport-moving
41-60,,Divorced,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Machine-op-inspct
41-60,,Never-married,Asian/Pacific Islander,Prof-specialty
41-60,,Never-married,Caucasian,Craft-repair
41-60,,Never-married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Craft-repair
41-60,,Never-married,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,Other-service
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,,Married,Caucasian,Machine-op-inspct
41-60,,Never-married,Caucasian,Farming-fishing
41-60,Secondary,Never-married,Caucasian,Sales
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Never-married,African Descent,Transport-moving
41-60,Secondary,Divorced,Caucasian,Adm-clerical
41-60,,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Never-married,African Descent,
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,,Never-married,African Descent,Prof-specialty
41-60,,Divorced,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Adm-clerical
41-60,,Never-married,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,
41-60,Secondary,Married,African Descent,Adm-clerical
41-60,Secondary,Never-married,Caucasian,Transport-moving
41-60,Intermediate,Married,Caucasian,Adm-clerical
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,Secondary,Divorced,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Craft-repair
41-60,,Never-married,Caucasian,Farming-fishing
41-60,,Divorced,African Descent,Exec-managerial
41-60,Intermediate,Divorced,Caucasian,
41-60,Secondary,Divorced,Caucasian,Exec-managerial
41-60,,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Married,Caucasian,Handlers-cleaners
41-60,,Separated,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,Transport-moving
41-60,Secondary,Divorced,Caucasian,Tech-support
41-60,Secondary,Never-married,Caucasian,Farming-fishing
41-60,Secondary,Divorced,Caucasian,Transport-moving
41-60,Secondary,Married,African Descent,Adm-clerical
41-60,,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Never-married,Caucasian,Craft-repair
41-60,Secondary,Never-married,Caucasian,Transport-moving
41-60,,Never-married,Caucasian,Sales
41-60,,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Protective-serv
41-60,Intermediate,Married,Caucasian,Machine-op-inspct
41-60,,Never-married,Caucasian,Sales
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,,Never-married,Caucasian,Prof-specialty
41-60,Secondary,Never-married,African Descent,Transport-moving
41-60,,Divorced,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Handlers-cleaners
41-60,Secondary,Married,Caucasian,Exec-managerial
41-60,,Widowed,Caucasian,Exec-managerial
41-60,Secondary,Married,African Descent,Other-service
41-60,,Never-married,Asian/Pacific Islander,Sales
41-60,Secondary,Married,Caucasian,Exec-managerial
41-60,,Divorced,Caucasian,Sales
41-60,,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Craft-repair
41-60,,Divorced,Caucasian,Adm-clerical
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,,Married,Caucasian,
41-60,,Married,Caucasian,Craft-repair
41-60,,Never-married,Caucasian,Handlers-cleaners
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Prof-specialty
41-60,Intermediate,Married,Caucasian,Handlers-cleaners
41-60,,Married,Caucasian,Prof-specialty
41-60,Intermediate,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Adm-clerical
41-60,,Married,African Descent,Transport-moving
41-60,Secondary,Married,Caucasian,Other-service
41-60,Intermediate,Married,Caucasian,Craft-repair
41-60,,Never-married,Caucasian,Prof-specialty
41-60,Elementary,Married,Caucasian,Handlers-cleaners
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Married,Caucasian,Tech-support
41-60,Secondary,Married,African Descent,Machine-op-inspct
41-60,Secondary,Married,Caucasian,Machine-op-inspct
41-60,,Never-married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Separated,Caucasian,Other-service
41-60,,Divorced,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Machine-op-inspct
41-60,,Never-married,Caucasian,Other-service
41-60,,Divorced,Caucasian,Exec-managerial
41-60,,Never-married,Caucasian,Exec-managerial
41-60,,Divorced,Caucasian,
41-60,Secondary,Married,Caucasian,Exec-managerial
41-60,Secondary,Widowed,Caucasian,Adm-clerical
41-60,,Divorced,Caucasian,Other-service
