age,education,marital-status,race,occupation
40-60,Bachelors,Married,White,Sales
40-60,HS-grad,Married,Black,Protective-serv
20-40,12th,Never-married,Black,Protective-serv
60-80,Some-college,Divorced,White,Adm-clerical
20-40,HS-grad,Married,White,Craft-repair
0-20,Some-college,Never-married,White,Other-service
20-40,Some-college,Divorced,White,Sales
40-60,HS-grad,Married,White,Farming-fishing
40-60,Some-college,Divorced,White,Sales
40-60,Masters,Married,White,Exec-managerial
40-60,Some-college,Married,White,Craft-repair
20-40,Some-college,Never-married,Black,Adm-clerical
20-40,Assoc-voc,Never-married,White,Adm-clerical
20-40,Some-college,Never-married,White,Sales
20-40,Bachelors,Married,White,Prof-specialty
20-40,Assoc-voc,Never-married,White,Transport-moving
0-20,11th,Never-married,White,
0-20,Some-college,Never-married,White,Adm-clerical
20-40,Some-college,Married,White,Craft-repair
60-80,HS-grad,Divorced,White,Other-service
20-40,HS-grad,Never-married,White,Sales
20-40,HS-grad,Married,White,Prof-specialty
40-60,HS-grad,Married,Other,
20-40,Assoc-acdm,Never-married,White,Craft-repair
40-60,Assoc-acdm,Never-married,White,Adm-clerical
20-40,Prof-school,Married,White,Prof-specialty
60-80,Prof-school,Married,White,Prof-specialty
20-40,HS-grad,Never-married,White,Protective-serv
20-40,Some-college,Never-married,Asian-Pac-Islander,Other-service
20-40,10th,Never-married,White,Handlers-cleaners
40-60,Assoc-acdm,Married,White,Exec-managerial
20-40,Some-college,Never-married,White,Other-service
0-20,HS-grad,Never-married,White,Adm-clerical
20-40,HS-grad,Married,White,Craft-repair
40-60,Bachelors,Never-married,White,Prof-specialty
20-40,Some-college,Separated,Black,Other-service
20-40,Some-college,Divorced,White,Craft-repair
40-60,Assoc-acdm,Divorced,White,Craft-repair
40-60,HS-grad,Separated,Black,Other-service
20-40,HS-grad,Married,White,Tech-support
40-60,HS-grad,Married,White,Machine-op-inspct
40-60,1st-4th,Married,White,Sales
40-60,HS-grad,Married,White,Craft-repair
20-40,Bachelors,Never-married,Black,Craft-repair
60-80,HS-grad,Married,White,Sales
20-40,HS-grad,Divorced,White,Adm-clerical
40-60,Some-college,Divorced,White,Adm-clerical
20-40,HS-grad,Never-married,White,Other-service
40-60,HS-grad,Divorced,White,Adm-clerical
20-40,Some-college,Never-married,White,Sales
20-40,Assoc-acdm,Never-married,White,Adm-clerical
20-40,Bachelors,Never-married,White,Adm-clerical
40-60,Bachelors,Divorced,White,Farming-fishing
20-40,11th,Separated,White,Craft-repair
20-40,Bachelors,Never-married,Black,Protective-serv
40-60,Some-college,Divorced,White,Adm-clerical
0-20,11th,Never-married,White,Handlers-cleaners
40-60,Assoc-acdm,Married,White,Sales
40-60,7th-8th,Married,White,Other-service
20-40,HS-grad,Never-married,White,
20-40,Bachelors,Never-married,White,Sales
20-40,Bachelors,Never-married,White,Prof-specialty
20-40,Assoc-voc,Never-married,White,Craft-repair
40-60,HS-grad,Never-married,White,Exec-managerial
40-60,Some-college,Married,White,
60-80,Masters,Never-married,White,Prof-specialty
20-40,Some-college,Never-married,White,Transport-moving
20-40,11th,Divorced,White,
20-40,Prof-school,Married,White,Prof-specialty
40-60,Masters,Divorced,White,Prof-specialty
0-20,10th,Never-married,White,Priv-house-serv
40-60,Assoc-voc,Married,White,Craft-repair
20-40,Prof-school,Never-married,White,Prof-specialty
40-60,Masters,Never-married,White,Prof-specialty
20-40,Masters,Never-married,White,Exec-managerial
40-60,Bachelors,Married,White,Exec-managerial
40-60,HS-grad,Married,White,Craft-repair
20-40,1st-4th,Married,White,Transport-moving
20-40,HS-grad,Married,White,Other-service
40-60,Some-college,Married,White,Sales
20-40,HS-grad,Divorced,White,Other-service
40-60,Some-college,Divorced,White,Adm-clerical
40-60,Bachelors,Married,White,Sales
20-40,9th,Married,White,Transport-moving
0-20,11th,Never-married,White,Craft-repair
40-60,Bachelors,Divorced,Black,Prof-specialty
20-40,HS-grad,Never-married,White,Craft-repair
20-40,HS-grad,Married,White,Machine-op-inspct
40-60,Bachelors,Married,White,Exec-managerial
20-40,12th,Married,White,Craft-repair
40-60,HS-grad,Married,White,Transport-moving
20-40,HS-grad,Married,White,Handlers-cleaners
40-60,1st-4th,Married,White,Handlers-cleaners
40-60,1st-4th,Married,White,Machine-op-inspct
20-40,Bachelors,Married,White,Exec-managerial
20-40,HS-grad,Divorced,Black,Other-service
40-60,HS-grad,Married,White,Machine-op-inspct
20-40,HS-grad,Never-married,White,Machine-op-inspct
40-60,Masters,Married,White,Sales
40-60,HS-grad,Separated,Black,Other-service
20-40,Assoc-voc,Married,White,Sales
20-40,Some-college,Never-married,White,Handlers-cleaners
20-40,Bachelors,Never-married,White,Sales
60-80,Masters,Married,White,Sales
40-60,Bachelors,Married,White,Exec-managerial
20-40,Masters,Never-married,Asian-Pac-Islander,Prof-specialty
40-60,Assoc-acdm,Widowed,White,Tech-support
40-60,HS-grad,Married,White,Craft-repair
20-40,Some-college,Divorced,White,Craft-repair
20-40,HS-grad,Divorced,Black,Sales
40-60,HS-grad,Separated,White,Transport-moving
20-40,HS-grad,Never-married,Black,Handlers-cleaners
20-40,Bachelors,Never-married,White,Adm-clerical
20-40,HS-grad,Never-married,White,Machine-op-inspct
20-40,Some-college,Married,White,Craft-repair
20-40,HS-grad,Never-married,White,Adm-clerical
60-80,HS-grad,Married,White,Protective-serv
40-60,Assoc-voc,Divorced,Black,Tech-support
40-60,Prof-school,Divorced,White,Prof-specialty
40-60,Some-college,Married,White,Craft-repair
20-40,HS-grad,Married,White,Craft-repair
20-40,HS-grad,Married,White,Handlers-cleaners
40-60,Some-college,Married,White,Sales
0-20,12th,Never-married,White,Other-service
40-60,Bachelors,Married,White,Prof-specialty
0-20,HS-grad,Never-married,White,Sales
0-20,Some-college,Never-married,White,Handlers-cleaners
20-40,Some-college,Never-married,Black,Handlers-cleaners
20-40,HS-grad,Never-married,White,Tech-support
0-20,HS-grad,Never-married,Black,Machine-op-inspct
0-20,12th,Never-married,White,
0-20,9th,Never-married,White,Other-service
20-40,Bachelors,Never-married,White,Adm-clerical
20-40,Bachelors,Never-married,White,Craft-repair
20-40,Some-college,Divorced,White,Exec-managerial
0-20,9th,Never-married,White,Other-service
40-60,Bachelors,Divorced,Black,Adm-clerical
20-40,HS-grad,Never-married,White,Sales
20-40,HS-grad,Never-married,White,Adm-clerical
20-40,9th,Married,White,Farming-fishing
20-40,Some-college,Never-married,White,Other-service
20-40,Some-college,Divorced,White,Exec-managerial
20-40,Assoc-acdm,Married,White,Tech-support
20-40,Some-college,Separated,Black,Tech-support
40-60,Bachelors,Married,White,Adm-clerical
20-40,Masters,Married,White,Exec-managerial
20-40,11th,Never-married,White,Other-service
20-40,HS-grad,Never-married,White,Other-service
20-40,Some-college,Never-married,White,Sales
40-60,HS-grad,Married,White,Sales
60-80,Doctorate,Married,White,Prof-specialty
60-80,HS-grad,Married,White,Farming-fishing
20-40,Assoc-voc,Married,White,Other-service
40-60,HS-grad,Married,White,Handlers-cleaners
40-60,Some-college,Married,White,Exec-managerial
20-40,HS-grad,Married,White,Transport-moving
20-40,7th-8th,Never-married,White,Other-service
20-40,Some-college,Never-married,Asian-Pac-Islander,Prof-specialty
40-60,HS-grad,Married,White,Handlers-cleaners
0-20,11th,Never-married,Black,Other-service
20-40,HS-grad,Married,White,Craft-repair
20-40,Assoc-voc,Married,White,Machine-op-inspct
20-40,HS-grad,Never-married,Black,
40-60,HS-grad,Married,White,Farming-fishing
40-60,Bachelors,Married,White,Adm-clerical
20-40,Bachelors,Divorced,White,Sales
20-40,Bachelors,Never-married,White,Farming-fishing
20-40,HS-grad,Married,Black,Craft-repair
40-60,Bachelors,Divorced,White,Exec-managerial
40-60,HS-grad,Married,Amer-Indian-Eskimo,Exec-managerial
0-20,HS-grad,Never-married,White,Craft-repair
20-40,Some-college,Married,White,Prof-specialty
20-40,HS-grad,Married,White,Prof-specialty
20-40,Some-college,Divorced,White,Exec-managerial
20-40,Some-college,Never-married,White,Prof-specialty
40-60,Masters,Married,White,Exec-managerial
20-40,HS-grad,Divorced,White,Adm-clerical
60-80,HS-grad,Married,White,
40-60,Assoc-voc,Married,White,Sales
40-60,HS-grad,Divorced,White,Exec-managerial
60-80,Bachelors,Married,White,Prof-specialty
60-80,Some-college,Married,White,Transport-moving
20-40,HS-grad,Never-married,Black,Machine-op-inspct
20-40,Masters,Never-married,White,Prof-specialty
40-60,HS-grad,Never-married,White,Adm-clerical
40-60,Bachelors,Married,White,Craft-repair
0-20,11th,Never-married,White,Sales
40-60,HS-grad,Divorced,White,Sales
40-60,HS-grad,Married,White,Craft-repair
20-40,HS-grad,Married,Black,Craft-repair
20-40,HS-grad,Never-married,White,Craft-repair
20-40,Some-college,Never-married,Black,Adm-clerical
40-60,HS-grad,Married,White,Adm-clerical
40-60,HS-grad,Widowed,Black,Other-service
40-60,HS-grad,Married,White,Sales
20-40,HS-grad,Never-married,White,Machine-op-inspct
20-40,Some-college,Married,Amer-Indian-Eskimo,Exec-managerial
40-60,Assoc-voc,Married,White,Craft-repair
20-40,HS-grad,Married,White,Protective-serv
40-60,Some-college,Married,White,Protective-serv
20-40,Some-college,Never-married,White,Adm-clerical
20-40,Bachelors,Married,White,Prof-specialty
40-60,Doctorate,Married,Asian-Pac-Islander,Prof-specialty
40-60,Assoc-acdm,Divorced,White,Adm-clerical
40-60,Bachelors,Divorced,White,
40-60,HS-grad,Married,White,Machine-op-inspct
40-60,Bachelors,Married,White,Protective-serv
40-60,Bachelors,Divorced,White,Sales
40-60,Assoc-voc,Married,White,Other-service
20-40,11th,Married,White,Craft-repair
20-40,Bachelors,Married,White,Craft-repair
40-60,HS-grad,Married,White,Adm-clerical
20-40,HS-grad,Divorced,Amer-Indian-Eskimo,Other-service
0-20,Some-college,Never-married,White,Other-service
60-80,HS-grad,Divorced,White,Exec-managerial
20-40,HS-grad,Never-married,Asian-Pac-Islander,Exec-managerial
20-40,HS-grad,Never-married,White,Transport-moving
20-40,5th-6th,Married,White,Farming-fishing
40-60,Masters,Never-married,White,Other-service
40-60,Some-college,Divorced,White,Other-service
40-60,Bachelors,Married,White,Prof-specialty
40-60,Assoc-acdm,Married,White,Exec-managerial
20-40,Bachelors,Never-married,White,Exec-managerial
20-40,Some-college,Married,Amer-Indian-Eskimo,Adm-clerical
20-40,Bachelors,Married,White,Adm-clerical
20-40,Masters,Never-married,White,Sales
40-60,Some-college,Married,White,Transport-moving
60-80,11th,Widowed,White,Adm-clerical
20-40,HS-grad,Married,Asian-Pac-Islander,Sales
20-40,HS-grad,Married,White,Transport-moving
20-40,HS-grad,Married,White,Exec-managerial
60-80,Assoc-voc,Married,White,Craft-repair
60-80,HS-grad,Married,White,Exec-managerial
40-60,Bachelors,Married,White,Exec-managerial
20-40,Some-college,Divorced,White,Craft-repair
0-20,Some-college,Never-married,White,Transport-moving
20-40,Bachelors,Married,White,Sales
40-60,HS-grad,Married,White,Craft-repair
40-60,Masters,Divorced,White,Exec-managerial
40-60,7th-8th,Married,White,Transport-moving
60-80,Bachelors,Married,White,Exec-managerial
20-40,Masters,Married,White,Sales
40-60,HS-grad,Divorced,White,Handlers-cleaners
20-40,Some-college,Never-married,White,
40-60,HS-grad,Separated,Black,Handlers-cleaners
40-60,Some-college,Married,White,Craft-repair
20-40,12th,Never-married,Black,Other-service
40-60,HS-grad,Divorced,White,Adm-clerical
20-40,HS-grad,Never-married,Black,Handlers-cleaners
40-60,7th-8th,Married,White,Farming-fishing
60-80,HS-grad,Married,White,Craft-repair
20-40,Some-college,Married,White,Handlers-cleaners
20-40,HS-grad,Never-married,White,Transport-moving
40-60,Bachelors,Married,White,Exec-managerial
20-40,Some-college,Never-married,White,Other-service
80-100,HS-grad,Married,White,Machine-op-inspct
40-60,Assoc-voc,Divorced,White,Prof-specialty
20-40,Some-college,Never-married,White,
40-60,HS-grad,Married,Black,Transport-moving
20-40,Doctorate,Never-married,White,Prof-specialty
20-40,Some-college,Married,White,Handlers-cleaners
20-40,Some-college,Never-married,White,
20-40,HS-grad,Never-married,Black,Adm-clerical
0-20,10th,Never-married,White,Other-service
20-40,11th,Divorced,White,Craft-repair
60-80,Assoc-voc,Married,White,Craft-repair
20-40,Bachelors,Married,White,Exec-managerial
60-80,HS-grad,Married,White,
40-60,5th-6th,Married,White,Other-service
20-40,HS-grad,Divorced,White,Sales
40-60,Bachelors,Married,White,Farming-fishing
40-60,Bachelors,Married,Asian-Pac-Islander,Prof-specialty
20-40,Bachelors,Separated,White,Exec-managerial
20-40,Some-college,Never-married,White,Handlers-cleaners
40-60,Bachelors,Divorced,White,Exec-managerial
40-60,Some-college,Divorced,Black,Tech-support
20-40,Masters,Never-married,White,Exec-managerial
40-60,Assoc-voc,Married,White,Exec-managerial
40-60,HS-grad,Widowed,White,Exec-managerial
20-40,Bachelors,Never-married,White,Exec-managerial
20-40,Some-college,Never-married,White,Adm-clerical
20-40,9th,Never-married,White,Other-service
40-60,Some-college,Married,White,Craft-repair
20-40,Bachelors,Married,Asian-Pac-Islander,Adm-clerical
20-40,Some-college,Never-married,Asian-Pac-Islander,
40-60,HS-grad,Married,White,
40-60,Some-college,Widowed,White,Exec-managerial
20-40,HS-grad,Never-married,White,Machine-op-inspct
40-60,Assoc-acdm,Married,White,Protective-serv
40-60,Masters,Divorced,White,Prof-specialty
40-60,Bachelors,Married,White,Sales
0-20,HS-grad,Never-married,White,Craft-repair
20-40,HS-grad,Never-married,White,Transport-moving
40-60,Assoc-acdm,Divorced,White,Prof-specialty
40-60,Masters,Never-married,White,Exec-managerial
20-40,Some-college,Married,White,Exec-managerial
0-20,11th,Never-married,White,
20-40,HS-grad,Never-married,White,Adm-clerical
20-40,Masters,Married,White,Prof-specialty
40-60,Masters,Married,White,Sales
40-60,Masters,Married,White,Exec-managerial
0-20,Some-college,Never-married,White,Tech-support
20-40,Bachelors,Never-married,Asian-Pac-Islander,Exec-managerial
20-40,Bachelors,Married,White,Sales
40-60,5th-6th,Married,White,Other-service
40-60,Some-college,Married,White,Protective-serv
40-60,HS-grad,Married,White,Other-service
20-40,Some-college,Married,White,Exec-managerial
40-60,11th,Married,White,Transport-moving
40-60,HS-grad,Married,White,Exec-managerial
20-40,HS-grad,Never-married,Amer-Indian-Eskimo,Handlers-cleaners
20-40,1st-4th,Never-married,White,Farming-fishing
20-40,Bachelors,Never-married,White,Exec-managerial
20-40,Some-college,Married,White,Farming-fishing
20-40,HS-grad,Separated,White,Prof-specialty
40-60,Assoc-acdm,Married,White,Other-service
40-60,Masters,Married,White,Prof-specialty
0-20,10th,Never-married,Black,
40-60,Bachelors,Married,White,Prof-specialty
40-60,Masters,Married,White,Prof-specialty
40-60,Assoc-voc,Married,White,Sales
20-40,12th,Never-married,White,Craft-repair
20-40,HS-grad,Married,White,Protective-serv
20-40,HS-grad,Married,White,Craft-repair
20-40,Some-college,Never-married,White,
20-40,9th,Never-married,White,Priv-house-serv
20-40,HS-grad,Never-married,White,Other-service
40-60,HS-grad,Married,White,Transport-moving
20-40,Some-college,Married,White,Machine-op-inspct
60-80,Masters,Divorced,White,Prof-specialty
20-40,Some-college,Married,White,Sales
20-40,Assoc-voc,Never-married,White,
20-40,HS-grad,Never-married,Black,Other-service
40-60,Some-college,Married,White,Adm-clerical
20-40,Some-college,Never-married,Black,Sales
20-40,HS-grad,Divorced,White,Exec-managerial
20-40,Assoc-voc,Married,White,Prof-specialty
20-40,HS-grad,Married,White,Machine-op-inspct
20-40,HS-grad,Never-married,White,Transport-moving
40-60,9th,Divorced,White,Exec-managerial
20-40,HS-grad,Married,White,Machine-op-inspct
60-80,HS-grad,Married,White,
20-40,Some-college,Never-married,Black,Craft-repair
20-40,Bachelors,Married,White,Adm-clerical
20-40,Some-college,Never-married,White,Sales
40-60,Some-college,Married,White,Sales
20-40,10th,Never-married,Black,
40-60,Assoc-voc,Married,White,Craft-repair
40-60,Some-college,Married,White,Adm-clerical
0-20,Some-college,Never-married,White,Other-service
40-60,Masters,Married,White,Prof-specialty
20-40,HS-grad,Divorced,White,Other-service
40-60,Masters,Married,White,Exec-managerial
0-20,11th,Never-married,White,Sales
20-40,Some-college,Never-married,Asian-Pac-Islander,Protective-serv
20-40,Some-college,Never-married,White,Adm-clerical
0-20,Some-college,Never-married,White,Protective-serv
40-60,Some-college,Divorced,White,Exec-managerial
40-60,Masters,Married,White,Prof-specialty
20-40,Bachelors,Never-married,White,Sales
20-40,HS-grad,Never-married,White,Sales
20-40,Bachelors,Married,White,Sales
20-40,10th,Never-married,White,Transport-moving
40-60,Bachelors,Married,White,Other-service
20-40,HS-grad,Never-married,White,Craft-repair
40-60,Bachelors,Married,White,Prof-specialty
20-40,HS-grad,Married,White,Exec-managerial
20-40,Bachelors,Never-married,White,Exec-managerial
40-60,Prof-school,Married,White,Prof-specialty
40-60,Bachelors,Married,White,Exec-managerial
40-60,Some-college,Married,White,Craft-repair
40-60,Assoc-acdm,Divorced,White,Machine-op-inspct
40-60,Assoc-voc,Separated,White,Craft-repair
20-40,Some-college,Never-married,White,Adm-clerical
20-40,Some-college,Married,White,Craft-repair
20-40,9th,Never-married,White,Handlers-cleaners
20-40,Prof-school,Never-married,White,Prof-specialty
20-40,Some-college,Never-married,Black,Exec-managerial
40-60,HS-grad,Married,White,Craft-repair
20-40,HS-grad,Married,White,Transport-moving
20-40,Bachelors,Married,White,Exec-managerial
40-60,Bachelors,Married,White,Exec-managerial
20-40,Assoc-voc,Married,White,Farming-fishing
40-60,Some-college,Married,White,Exec-managerial
20-40,Some-college,Married,White,Other-service
40-60,HS-grad,Married,White,Craft-repair
40-60,HS-grad,Married,White,Craft-repair
20-40,HS-grad,Married,White,Sales
20-40,Bachelors,Never-married,White,Exec-managerial
40-60,HS-grad,Married,White,Prof-specialty
20-40,Some-college,Married,White,Exec-managerial
20-40,Bachelors,Never-married,White,Prof-specialty
20-40,HS-grad,Never-married,Black,Transport-moving
20-40,Bachelors,Never-married,White,Prof-specialty
0-20,HS-grad,Never-married,White,Sales
20-40,Some-college,Never-married,White,Sales
40-60,HS-grad,Divorced,White,Other-service
60-80,HS-grad,Married,White,
20-40,HS-grad,Never-married,White,Other-service
20-40,HS-grad,Never-married,Asian-Pac-Islander,Machine-op-inspct
40-60,Some-college,Married,White,Craft-repair
20-40,HS-grad,Never-married,White,Machine-op-inspct
20-40,HS-grad,Never-married,White,Other-service
40-60,Doctorate,Married,Asian-Pac-Islander,Prof-specialty
40-60,Assoc-voc,Divorced,White,Prof-specialty
20-40,HS-grad,Never-married,White,Machine-op-inspct
20-40,Bachelors,Married,White,Adm-clerical
60-80,Some-college,Married,White,Protective-serv
20-40,Some-college,Never-married,White,Tech-support
20-40,Some-college,Never-married,White,Prof-specialty
20-40,HS-grad,Married,White,Craft-repair
0-20,Some-college,Never-married,White,
40-60,Some-college,Married,White,Sales
20-40,HS-grad,Never-married,White,Other-service
40-60,Some-college,Widowed,White,Prof-specialty
60-80,10th,Married,White,Craft-repair
20-40,Masters,Married,White,Exec-managerial
20-40,Bachelors,Never-married,White,Sales
20-40,Some-college,Married,White,Craft-repair
20-40,Some-college,Never-married,White,
20-40,HS-grad,Married,White,Other-service
0-20,12th,Never-married,White,Other-service
40-60,Some-college,Married,White,Exec-managerial
40-60,7th-8th,Married,Black,Other-service
40-60,Bachelors,Married,Black,Protective-serv
40-60,Bachelors,Married,White,Prof-specialty
20-40,Assoc-voc,Married,White,Prof-specialty
20-40,Assoc-voc,Never-married,White,Transport-moving
20-40,HS-grad,Divorced,White,Handlers-cleaners
20-40,Some-college,Married,White,Craft-repair
40-60,Assoc-acdm,Married,White,Craft-repair
20-40,Some-college,Never-married,White,Other-service
20-40,Some-college,Never-married,Black,Sales
40-60,Some-college,Separated,Black,Exec-managerial
40-60,Prof-school,Married,White,Prof-specialty
40-60,Assoc-voc,Married,White,Craft-repair
20-40,HS-grad,Married,White,Farming-fishing
20-40,HS-grad,Married,White,Machine-op-inspct
40-60,Assoc-acdm,Married,White,
40-60,Some-college,Married,White,Craft-repair
20-40,Some-college,Divorced,Black,Adm-clerical
20-40,Bachelors,Divorced,White,Prof-specialty
40-60,Masters,Never-married,White,Exec-managerial
0-20,HS-grad,Never-married,Black,Transport-moving
20-40,HS-grad,Married,White,Exec-managerial
40-60,HS-grad,Married,White,Sales
20-40,HS-grad,Married,White,Craft-repair
20-40,10th,Married,White,Craft-repair
40-60,Some-college,Married,Black,Sales
40-60,Bachelors,Married,White,Sales
20-40,10th,Married,White,Machine-op-inspct
20-40,11th,Never-married,White,Handlers-cleaners
20-40,Some-college,Married,White,
40-60,9th,Divorced,White,Craft-repair
0-20,HS-grad,Never-married,White,Sales
20-40,Some-college,Married,White,Sales
20-40,Some-college,Married,White,Exec-managerial
60-80,11th,Married,White,Farming-fishing
20-40,1st-4th,Married,White,Handlers-cleaners
40-60,Bachelors,Married,Asian-Pac-Islander,Exec-managerial
40-60,HS-grad,Married,White,Sales
60-80,Some-college,Married,White,Prof-specialty
40-60,HS-grad,Married,Black,Transport-moving
40-60,12th,Married,White,
20-40,HS-grad,Divorced,White,Transport-moving
20-40,Some-college,Married,White,Adm-clerical
20-40,Bachelors,Married,White,Adm-clerical
20-40,Assoc-acdm,Never-married,White,Prof-specialty
40-60,Some-college,Married,White,Exec-managerial
40-60,HS-grad,Married,White,
20-40,Prof-school,Married,White,Prof-specialty
20-40,Bachelors,Never-married,White,Tech-support
40-60,HS-grad,Married,White,Farming-fishing
20-40,HS-grad,Married,Black,Other-service
20-40,10th,Separated,White,Machine-op-inspct
40-60,HS-grad,Never-married,White,Other-service
40-60,Bachelors,Widowed,White,Sales
20-40,Some-college,Never-married,White,Craft-repair
20-40,HS-grad,Never-married,White,Sales
20-40,Bachelors,Never-married,White,Sales
20-40,Some-college,Never-married,White,Other-service
20-40,Assoc-voc,Never-married,White,Other-service
40-60,Prof-school,Married,White,Prof-specialty
20-40,HS-grad,Divorced,White,Sales
0-20,HS-grad,Never-married,White,Sales
40-60,HS-grad,Married,White,Machine-op-inspct
60-80,Some-college,Married,White,Sales
20-40,Bachelors,Married,Asian-Pac-Islander,Prof-specialty
20-40,10th,Never-married,White,
40-60,HS-grad,Married,White,Craft-repair
20-40,10th,Married,White,Handlers-cleaners
60-80,Some-college,Married,White,
20-40,HS-grad,Never-married,White,Craft-repair
40-60,Assoc-voc,Married,White,Sales
20-40,Some-college,Never-married,White,
40-60,Bachelors,Married,White,Exec-managerial
40-60,HS-grad,Married,White,Exec-managerial
60-80,HS-grad,Widowed,White,Prof-specialty
40-60,Some-college,Divorced,White,Exec-managerial
40-60,9th,Divorced,White,Craft-repair
20-40,Bachelors,Married,White,Craft-repair
40-60,Some-college,Married,White,Sales
40-60,Bachelors,Married,White,Prof-specialty
20-40,Bachelors,Never-married,White,Exec-managerial
40-60,Bachelors,Married,White,Prof-specialty
20-40,Some-college,Married,White,Other-service
20-40,HS-grad,Divorced,Asian-Pac-Islander,Farming-fishing
40-60,HS-grad,Married,White,Exec-managerial
20-40,HS-grad,Never-married,White,Sales
20-40,Masters,Married,White,Prof-specialty
20-40,Some-college,Never-married,White,Prof-specialty
20-40,HS-grad,Divorced,White,Adm-clerical
40-60,HS-grad,Divorced,White,Handlers-cleaners
20-40,Assoc-acdm,Never-married,White,Adm-clerical
20-40,HS-grad,Married,White,Machine-op-inspct
40-60,HS-grad,Divorced,White,Farming-fishing
40-60,10th,Married,White,Craft-repair
40-60,HS-grad,Married,White,Machine-op-inspct
40-60,Masters,Married,White,Exec-managerial
20-40,Assoc-voc,Married,White,
40-60,Some-college,Divorced,Black,Adm-clerical
40-60,Bachelors,Never-married,White,Prof-specialty
20-40,11th,Divorced,White,Craft-repair
40-60,Masters,Married,White,Exec-managerial
20-40,Some-college,Married,White,Transport-moving
20-40,Some-college,Divorced,White,Prof-specialty
40-60,Some-college,Divorced,White,Exec-managerial
20-40,Some-college,Never-married,White,Tech-support
20-40,Some-college,Never-married,Black,Adm-clerical
20-40,Some-college,Never-married,White,Exec-managerial
20-40,Bachelors,Never-married,White,Tech-support
40-60,Some-college,Married,White,Sales
20-40,Assoc-voc,Married,White,Craft-repair
20-40,Bachelors,Never-married,White,Exec-managerial
20-40,Bachelors,Never-married,White,Prof-specialty
20-40,Assoc-acdm,Never-married,Black,Adm-clerical
40-60,HS-grad,Married,White,Craft-repair
20-40,Bachelors,Married,Asian-Pac-Islander,Prof-specialty
20-40,HS-grad,Married,White,Other-service
20-40,HS-grad,Never-married,Black,Sales
40-60,Assoc-acdm,Married,White,Protective-serv
20-40,HS-grad,Married,Asian-Pac-Islander,Machine-op-inspct
20-40,Prof-school,Married,White,Prof-specialty
40-60,Some-college,Separated,Black,Exec-managerial
20-40,HS-grad,Married,White,Tech-support
20-40,Bachelors,Married,Black,Prof-specialty
40-60,HS-grad,Married,White,Machine-op-inspct
40-60,Bachelors,Divorced,White,Prof-specialty
20-40,Bachelors,Never-married,White,Sales
20-40,Some-college,Married,White,Sales
20-40,HS-grad,Never-married,White,Adm-clerical
60-80,Some-college,Married,White,Exec-managerial
20-40,HS-grad,Married,White,Exec-managerial
40-60,Some-college,Never-married,White,Other-service
20-40,Some-college,Never-married,White,Craft-repair
60-80,Some-college,Married,White,Transport-moving
20-40,Bachelors,Divorced,White,Tech-support
60-80,HS-grad,Married,White,Sales
20-40,HS-grad,Never-married,White,Tech-support
20-40,Bachelors,Never-married,White,Tech-support
40-60,HS-grad,Divorced,White,Craft-repair
20-40,Masters,Married,White,Prof-specialty
20-40,HS-grad,Married,White,Craft-repair
20-40,Bachelors,Married,White,Craft-repair
40-60,Some-college,Married,White,Exec-managerial
40-60,Masters,Widowed,White,Sales
20-40,Masters,Married,Asian-Pac-Islander,Prof-specialty
20-40,HS-grad,Married,Amer-Indian-Eskimo,Farming-fishing
20-40,Bachelors,Never-married,Black,Exec-managerial
40-60,Some-college,Widowed,Black,
20-40,Bachelors,Married,White,Prof-specialty
0-20,HS-grad,Never-married,White,Sales
20-40,Bachelors,Never-married,White,Prof-specialty
20-40,Bachelors,Married,White,Prof-specialty
20-40,Bachelors,Never-married,Black,Handlers-cleaners
40-60,Some-college,Married,White,Sales
40-60,Masters,Married,White,Prof-specialty
40-60,HS-grad,Divorced,White,Adm-clerical
60-80,5th-6th,Married,White,
40-60,HS-grad,Married,White,Handlers-cleaners
20-40,HS-grad,Never-married,White,Handlers-cleaners
40-60,1st-4th,Married,White,Handlers-cleaners
40-60,10th,Never-married,White,Farming-fishing
60-80,10th,Married,White,Craft-repair
40-60,Bachelors,Married,White,Machine-op-inspct
20-40,HS-grad,Never-married,White,Handlers-cleaners
20-40,11th,Never-married,White,Machine-op-inspct
40-60,HS-grad,Married,White,Craft-repair
20-40,HS-grad,Married,White,Handlers-cleaners
40-60,HS-grad,Married,White,Sales
20-40,Bachelors,Married,White,Tech-support
60-80,Bachelors,Married,White,Handlers-cleaners
20-40,HS-grad,Married,White,Craft-repair
60-80,Masters,Married,White,
20-40,Some-college,Married,White,Craft-repair
60-80,HS-grad,Never-married,White,Exec-managerial
20-40,HS-grad,Never-married,White,Adm-clerical
20-40,HS-grad,Married,White,Transport-moving
40-60,Some-college,Never-married,White,Adm-clerical
20-40,Some-college,Never-married,White,Exec-managerial
20-40,HS-grad,Married,White,Craft-repair
20-40,Bachelors,Married,White,Exec-managerial
20-40,HS-grad,Never-married,White,Adm-clerical
40-60,Masters,Married,White,Machine-op-inspct
20-40,Bachelors,Married,White,Prof-specialty
40-60,Assoc-acdm,Divorced,Black,Adm-clerical
40-60,HS-grad,Married,White,Craft-repair
20-40,HS-grad,Married,White,Other-service
20-40,Bachelors,Married,White,Prof-specialty
20-40,Prof-school,Married,White,Prof-specialty
20-40,Bachelors,Never-married,Black,Prof-specialty
